FID,GEOID,NAMELSAD,ALAND,AWATER,INTPTLAT,INTPTLON,OBJECTID,INSIDE_X,INSIDE_Y,COUSUBNS,GEOID_1,NAME,CLASSFP,FUNCSTAT,ALAND_1,AWATER_1,INTPTLAT_1,INTPTLON_1,OBJECTID_1
644,440070035003,Block Group 3,172418,0,41.83,-71.39,366,-71.39,41.83,1220076,4400759000,Providence ,C5,F,47656065,5618022,41.82,-71.42,28
645,440070035004,Block Group 4,590984,281295,41.83,-71.38,367,-71.38,41.83,1220076,4400759000,Providence ,C5,F,47656065,5618022,41.82,-71.42,28
646,440070036011,Block Group 1,565325,0,41.83,-71.4,368,-71.4,41.83,1220076,4400759000,Providence ,C5,F,47656065,5618022,41.82,-71.42,28
647,440070036012,Block Group 2,265765,0,41.83,-71.39,369,-71.39,41.83,1220076,4400759000,Providence ,C5,F,47656065,5618022,41.82,-71.42,28
648,440070036021,Block Group 1,158437,0,41.82,-71.4,370,-71.4,41.82,1220076,4400759000,Providence ,C5,F,47656065,5618022,41.82,-71.42,28
649,440070036022,Block Group 2,289564,0,41.83,-71.4,371,-71.4,41.83,1220076,4400759000,Providence ,C5,F,47656065,5618022,41.82,-71.42,28
650,440070036023,Block Group 3,375866,0,41.83,-71.4,372,-71.4,41.83,1220076,4400759000,Providence ,C5,F,47656065,5618022,41.82,-71.42,28
651,440070037001,Block Group 1,147378,156151,41.82,-71.38,373,-71.39,41.82,1220076,4400759000,Providence ,C5,F,47656065,5618022,41.82,-71.42,28
652,440070037002,Block Group 2,521904,532270,41.82,-71.39,374,-71.4,41.82,1220076,4400759000,Providence ,C5,F,47656065,5618022,41.82,-71.42,28
653,440070037003,Block Group 3,124079,0,41.82,-71.4,375,-71.4,41.82,1220076,4400759000,Providence ,C5,F,47656065,5618022,41.82,-71.42,28
654,440070037004,Block Group 4,100046,0,41.82,-71.4,376,-71.4,41.82,1220076,4400759000,Providence ,C5,F,47656065,5618022,41.82,-71.42,28
655,440070132011,Block Group 1,5652693,1359938,41.85,-71.59,547,-71.59,41.85,1220077,4400764220,Scituate ,T1,A,124688481,17112647,41.8,-71.63,29
656,440070132012,Block Group 2,11655724,3000117,41.81,-71.58,548,-71.58,41.81,1220077,4400764220,Scituate ,T1,A,124688481,17112647,41.8,-71.63,29
657,440070132013,Block Group 3,13858083,3360458,41.77,-71.57,549,-71.57,41.76,1220077,4400764220,Scituate ,T1,A,124688481,17112647,41.8,-71.63,29
658,440070132014,Block Group 4,4411950,277257,41.74,-71.58,550,-71.58,41.74,1220077,4400764220,Scituate ,T1,A,124688481,17112647,41.8,-71.63,29
659,440070132021,Block Group 1,21506988,315241,41.84,-71.65,551,-71.65,41.84,1220077,4400764220,Scituate ,T1,A,124688481,17112647,41.8,-71.63,29
660,440070132022,Block Group 2,27261974,1814160,41.8,-71.63,552,-71.64,41.81,1220077,4400764220,Scituate ,T1,A,124688481,17112647,41.8,-71.63,29
661,440070132023,Block Group 3,40341069,6985476,41.75,-71.63,553,-71.63,41.76,1220077,4400764220,Scituate ,T1,A,124688481,17112647,41.8,-71.63,29
662,440070126011,Block Group 1,12879818,891665,41.93,-71.53,509,-71.53,41.93,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
663,440070126012,Block Group 2,7938084,303113,41.89,-71.53,510,-71.53,41.89,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
664,440070126021,Block Group 1,1644166,418533,41.9,-71.51,511,-71.51,41.9,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
665,440070126022,Block Group 2,1779601,18769,41.89,-71.5,512,-71.5,41.89,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
666,440070126023,Block Group 3,2377940,51041,41.88,-71.51,513,-71.51,41.88,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
667,440070126024,Block Group 4,715694,38643,41.87,-71.5,514,-71.5,41.87,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
668,440070126025,Block Group 5,9396996,111109,41.92,-71.49,515,-71.49,41.91,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
669,440070126026,Block Group 6,5020574,80093,41.88,-71.48,516,-71.48,41.88,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
670,440070127011,Block Group 1,2066031,696281,41.9,-71.55,517,-71.55,41.89,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
671,440070127012,Block Group 2,13022389,341532,41.92,-71.57,518,-71.57,41.91,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
672,440070127013,Block Group 3,5600444,274985,41.88,-71.56,519,-71.56,41.88,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
673,440070127021,Block Group 1,2451330,349281,41.86,-71.55,520,-71.55,41.86,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
674,440070127022,Block Group 2,2127465,194876,41.87,-71.56,521,-71.57,41.87,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
675,440070127023,Block Group 3,1111177,0,41.87,-71.54,522,-71.54,41.87,1219817,4400766200,Smithfield ,T1,A,68131709,3769921,41.9,-71.53,30
676,440070173001,Block Group 1,428319,0,42.01,-71.52,686,-71.52,42.01,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
677,440070173002,Block Group 2,479633,0,42.01,-71.52,687,-71.52,42.01,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
678,440070173003,Block Group 3,438073,49212,42.01,-71.52,688,-71.53,42.01,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
679,440070174001,Block Group 1,1034458,23172,42,-71.53,689,-71.53,42.01,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
680,440070174002,Block Group 2,279414,17570,42,-71.52,690,-71.52,42,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
681,440070174003,Block Group 3,425289,0,42,-71.53,691,-71.53,42,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
682,440070175001,Block Group 1,389462,0,41.99,-71.53,692,-71.53,41.99,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
683,440070175002,Block Group 2,414372,2910,41.99,-71.52,693,-71.52,41.99,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
684,440070175003,Block Group 3,478715,0,41.99,-71.52,694,-71.52,41.99,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
685,440070176001,Block Group 1,211843,14323,42,-71.52,695,-71.52,42,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
686,440070176002,Block Group 2,345858,0,41.99,-71.52,696,-71.52,41.99,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
687,440070177001,Block Group 1,885615,95614,41.99,-71.49,697,-71.49,41.99,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
688,440070177002,Block Group 2,1922549,8782,41.99,-71.5,698,-71.5,41.99,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
689,440070177003,Block Group 3,361258,0,41.99,-71.51,699,-71.51,41.99,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
690,440070178001,Block Group 1,306053,0,42,-71.5,700,-71.5,42,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
691,440070178002,Block Group 2,154466,0,42,-71.51,701,-71.51,42,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
692,440070178003,Block Group 3,170527,21821,42,-71.52,702,-71.51,42,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
693,440070179001,Block Group 1,314563,26259,42,-71.5,703,-71.5,42,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
694,440070179002,Block Group 2,264039,0,42,-71.5,704,-71.5,42,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
695,440070179003,Block Group 3,191193,5136,42,-71.51,705,-71.51,42,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
696,440070180001,Block Group 1,366115,8758,42.01,-71.51,706,-71.51,42.01,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
697,440070180002,Block Group 2,440503,15548,42.01,-71.51,707,-71.51,42.01,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
698,440070180003,Block Group 3,215947,33604,42,-71.52,708,-71.52,42,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
699,440070181001,Block Group 1,509483,15782,42.01,-71.51,709,-71.51,42.01,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
700,440070181002,Block Group 2,324687,19671,42.02,-71.5,710,-71.5,42.02,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
701,440070182001,Block Group 1,408271,8238,42.01,-71.49,711,-71.5,42.01,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
702,440070182002,Block Group 2,174209,0,42.01,-71.49,712,-71.49,42.01,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
703,440070183001,Block Group 1,304934,8363,42.01,-71.5,713,-71.5,42.01,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
704,440070184001,Block Group 1,766408,11864,42.01,-71.47,714,-71.47,42.01,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
705,440070184002,Block Group 2,596751,0,42.01,-71.48,715,-71.48,42.01,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
706,440070184003,Block Group 3,885025,0,42.01,-71.47,716,-71.47,42.01,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
707,440070184004,Block Group 4,949995,4605,42.01,-71.47,717,-71.47,42.01,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
708,440070184005,Block Group 5,771154,0,42.01,-71.49,718,-71.49,42.01,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
709,440070185001,Block Group 1,614327,23286,42,-71.49,719,-71.49,42,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
710,440070185002,Block Group 2,1989137,7545,42,-71.48,720,-71.48,42,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
711,440070185003,Block Group 3,1269028,80594,41.99,-71.49,721,-71.49,41.99,1220079,4400780780,Woonsocket ,C5,F,20081673,502657,42,-71.5,31
712,440090511011,Block Group 1,2767553,2523007,41.34,-71.72,776,-71.72,41.34,1220080,4400914500,Charlestown ,T1,A,94399067,59278774,41.37,-71.68,32
713,440090511012,Block Group 2,9042774,6755214,41.36,-71.67,777,-71.67,41.36,1220080,4400914500,Charlestown ,T1,A,94399067,59278774,41.37,-71.68,32
714,440090511013,Block Group 3,31088439,2389442,41.39,-71.71,778,-71.7,41.39,1220080,4400914500,Charlestown ,T1,A,94399067,59278774,41.37,-71.68,32
715,440090511014,Block Group 4,27067061,615664,41.42,-71.66,779,-71.66,41.42,1220080,4400914500,Charlestown ,T1,A,94399067,59278774,41.37,-71.68,32
716,440090511021,Block Group 1,21055276,520190,41.42,-71.62,780,-71.62,41.42,1220080,4400914500,Charlestown ,T1,A,94399067,59278774,41.37,-71.68,32
717,440090511022,Block Group 2,760722,258645,41.37,-71.63,781,-71.63,41.37,1220080,4400914500,Charlestown ,T1,A,94399067,59278774,41.37,-71.68,32
718,440090511023,Block Group 3,2617242,1095427,41.38,-71.63,782,-71.64,41.37,1220080,4400914500,Charlestown ,T1,A,94399067,59278774,41.37,-71.68,32
719,440090505001,Block Group 1,50861866,596680,41.59,-71.6,744,-71.59,41.58,1220087,4400925300,Exeter ,T1,A,148892783,2399982,41.57,-71.63,33
720,440090505002,Block Group 2,53253802,1434756,41.58,-71.73,745,-71.73,41.58,1220087,4400925300,Exeter ,T1,A,148892783,2399982,41.57,-71.63,33
721,440090505003,Block Group 3,44777115,368546,41.53,-71.56,746,-71.56,41.54,1220087,4400925300,Exeter ,T1,A,148892783,2399982,41.57,-71.63,33
722,440090507001,Block Group 1,14872431,560614,41.52,-71.71,751,-71.72,41.52,1220092,4400935380,Hopkinton ,T1,A,111288564,3326379,41.48,-71.76,34
723,440090507002,Block Group 2,8284707,117097,41.41,-71.79,752,-71.78,41.41,1220092,4400935380,Hopkinton ,T1,A,111288564,3326379,41.48,-71.76,34
724,440090507003,Block Group 3,46214315,2265415,41.5,-71.75,753,-71.76,41.51,1220092,4400935380,Hopkinton ,T1,A,111288564,3326379,41.48,-71.76,34
725,440090507004,Block Group 4,20844891,254634,41.46,-71.74,754,-71.74,41.46,1220092,4400935380,Hopkinton ,T1,A,111288564,3326379,41.48,-71.76,34
726,440090507005,Block Group 5,5348055,61633,41.44,-71.78,755,-71.78,41.43,1220092,4400935380,Hopkinton ,T1,A,111288564,3326379,41.48,-71.76,34
727,440090507006,Block Group 6,15724165,66986,41.43,-71.74,756,-71.75,41.42,1220092,4400935380,Hopkinton ,T1,A,111288564,3326379,41.48,-71.76,34
728,440090515021,Block Group 1,3822118,662381,41.49,-71.43,802,-71.43,41.49,1220093,4400948340,Narragansett ,T1,A,35981491,61854862,41.4,-71.49,35
729,440090515022,Block Group 2,3125948,966594,41.46,-71.43,803,-71.43,41.46,1220093,4400948340,Narragansett ,T1,A,35981491,61854862,41.4,-71.49,35
730,440090515023,Block Group 3,3013577,223887,41.46,-71.44,804,-71.44,41.46,1220093,4400948340,Narragansett ,T1,A,35981491,61854862,41.4,-71.49,35
731,440090515024,Block Group 4,1628940,62234,41.48,-71.44,805,-71.44,41.48,1220093,4400948340,Narragansett ,T1,A,35981491,61854862,41.4,-71.49,35
732,440090515025,Block Group 5,1172516,184390,41.5,-71.44,806,-71.44,41.5,1220093,4400948340,Narragansett ,T1,A,35981491,61854862,41.4,-71.49,35
733,440090515031,Block Group 1,2852231,999655,41.44,-71.46,807,-71.46,41.44,1220093,4400948340,Narragansett ,T1,A,35981491,61854862,41.4,-71.49,35
734,440090515032,Block Group 2,1457129,233954,41.43,-71.46,808,-71.46,41.43,1220093,4400948340,Narragansett ,T1,A,35981491,61854862,41.4,-71.49,35
735,440090515033,Block Group 3,6872760,511618,41.41,-71.46,809,-71.47,41.41,1220093,4400948340,Narragansett ,T1,A,35981491,61854862,41.4,-71.49,35
736,440090515041,Block Group 1,2484321,5361937,41.37,-71.5,810,-71.5,41.37,1220093,4400948340,Narragansett ,T1,A,35981491,61854862,41.4,-71.49,35
737,440090515042,Block Group 2,2225655,772280,41.38,-71.48,811,-71.48,41.38,1220093,4400948340,Narragansett ,T1,A,35981491,61854862,41.4,-71.49,35
738,440090515043,Block Group 3,2107253,1868025,41.39,-71.5,812,-71.5,41.39,1220093,4400948340,Narragansett ,T1,A,35981491,61854862,41.4,-71.49,35
739,440090515044,Block Group 4,5219043,1910481,41.41,-71.49,813,-71.49,41.41,1220093,4400948340,Narragansett ,T1,A,35981491,61854862,41.4,-71.49,35
740,440090415001,Block Group 1,17775646,4012412,41.17,-71.58,722,-71.58,41.17,1220043,4400950500,New Shoreham ,T1,A,23521355,260101306,41.19,-71.57,36
741,440090415002,Block Group 2,5745709,4245814,41.21,-71.57,723,-71.57,41.2,1220043,4400950500,New Shoreham ,T1,A,23521355,260101306,41.19,-71.57,36
742,440099902000,Block Group 0,0,251843080,41.15,-71.53,815,-71.53,41.19,1220043,4400950500,New Shoreham ,T1,A,23521355,260101306,41.19,-71.57,36
743,440090501021,Block Group 1,2694210,1159648,41.59,-71.45,724,-71.45,41.59,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
744,440090501022,Block Group 2,6183138,8080,41.6,-71.49,725,-71.48,41.6,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
745,440090501031,Block Group 1,2026821,714,41.61,-71.45,726,-71.45,41.61,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
746,440090501032,Block Group 2,13237928,2404539,41.6,-71.43,727,-71.43,41.6,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
747,440090501033,Block Group 3,721197,2794,41.61,-71.46,728,-71.46,41.61,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
748,440090501034,Block Group 4,961766,42095,41.62,-71.46,729,-71.46,41.62,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
749,440090501035,Block Group 5,3560972,30740,41.62,-71.48,730,-71.47,41.62,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
750,440090501041,Block Group 1,7907840,396012,41.63,-71.44,731,-71.44,41.63,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
751,440090501042,Block Group 2,4150722,701572,41.64,-71.41,732,-71.42,41.64,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
752,440090503011,Block Group 1,6833671,49149,41.59,-71.51,733,-71.5,41.58,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
753,440090503012,Block Group 2,5317941,4982,41.58,-71.48,734,-71.47,41.58,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
754,440090503013,Block Group 3,4506668,746308,41.56,-71.48,735,-71.48,41.56,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
755,440090503021,Block Group 1,1924068,730705,41.56,-71.45,736,-71.45,41.56,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
756,440090503022,Block Group 2,2720262,81046,41.55,-71.46,737,-71.46,41.55,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
757,440090503023,Block Group 3,1344911,545663,41.57,-71.45,738,-71.45,41.57,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
758,440090504011,Block Group 1,10164037,50026,41.55,-71.5,739,-71.5,41.55,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
759,440090504012,Block Group 2,18515528,225256,41.51,-71.48,740,-71.49,41.52,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
760,440090504021,Block Group 1,1010711,1572822,41.55,-71.43,741,-71.43,41.55,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
761,440090504022,Block Group 2,7219159,1132555,41.52,-71.43,742,-71.44,41.51,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
762,440090504023,Block Group 3,10737993,878450,41.54,-71.44,743,-71.44,41.53,1220088,4400951580,North Kingstown ,T1,A,111739543,39625998,41.57,-71.45,37
763,440090506001,Block Group 1,16022727,258829,41.53,-71.68,747,-71.68,41.53,1220089,4400961160,Richmond ,T1,A,104358107,1119138,41.49,-71.67,38
764,440090506002,Block Group 2,33199995,549211,41.47,-71.7,748,-71.69,41.47,1220089,4400961160,Richmond ,T1,A,104358107,1119138,41.49,-71.67,38
765,440090506003,Block Group 3,25639868,158897,41.48,-71.64,749,-71.63,41.47,1220089,4400961160,Richmond ,T1,A,104358107,1119138,41.49,-71.67,38
766,440090506004,Block Group 4,29495517,152201,41.53,-71.64,750,-71.64,41.53,1220089,4400961160,Richmond ,T1,A,104358107,1119138,41.49,-71.67,38
767,440090512011,Block Group 1,2544014,209897,41.46,-71.49,783,-71.5,41.46,1220090,4400967460,South Kingstown ,T1,A,146202810,60370428,41.41,-71.55,39
768,440090512012,Block Group 2,3735698,183024,41.45,-71.51,784,-71.51,41.45,1220090,4400967460,South Kingstown ,T1,A,146202810,60370428,41.41,-71.55,39
769,440090512021,Block Group 1,1453955,344817,41.43,-71.5,785,-71.49,41.43,1220090,4400967460,South Kingstown ,T1,A,146202810,60370428,41.41,-71.55,39
770,440090512022,Block Group 2,996930,25514,41.44,-71.5,786,-71.5,41.44,1220090,4400967460,South Kingstown ,T1,A,146202810,60370428,41.41,-71.55,39
771,440090512023,Block Group 3,744218,0,41.44,-71.51,787,-71.51,41.44,1220090,4400967460,South Kingstown ,T1,A,146202810,60370428,41.41,-71.55,39
772,440090512024,Block Group 4,3992014,30018,41.45,-71.48,788,-71.48,41.45,1220090,4400967460,South Kingstown ,T1,A,146202810,60370428,41.41,-71.55,39
773,440090513021,Block Group 1,3618002,1549714,41.39,-71.54,789,-71.54,41.39,1220090,4400967460,South Kingstown ,T1,A,146202810,60370428,41.41,-71.55,39
774,440090513022,Block Group 2,6523971,1182296,41.38,-71.59,790,-71.59,41.38,1220090,4400967460,South Kingstown ,T1,A,146202810,60370428,41.41,-71.55,39
775,440090513023,Block Group 3,4231691,51737,41.39,-71.56,791,-71.56,41.39,1220090,4400967460,South Kingstown ,T1,A,146202810,60370428,41.41,-71.55,39
776,440090513024,Block Group 4,882555,678031,41.37,-71.56,792,-71.56,41.37,1220090,4400967460,South Kingstown ,T1,A,146202810,60370428,41.41,-71.55,39
777,440090513025,Block Group 5,3287879,1996798,41.37,-71.62,793,-71.61,41.38,1220090,4400967460,South Kingstown ,T1,A,146202810,60370428,41.41,-71.55,39
778,440090513026,Block Group 6,7391968,2366972,41.41,-71.52,794,-71.52,41.41,1220090,4400967460,South Kingstown ,T1,A,146202810,60370428,41.41,-71.55,39
779,440090513041,Block Group 1,24650854,1131291,41.41,-71.57,795,-71.57,41.41,1220090,4400967460,South Kingstown ,T1,A,146202810,60370428,41.41,-71.55,39
780,440090513051,Block Group 1,17327463,1179625,41.48,-71.49,796,-71.49,41.48,1220090,4400967460,South Kingstown ,T1,A,146202810,60370428,41.41,-71.55,39
781,440090513052,Block Group 2,6435297,739316,41.47,-71.46,797,-71.46,41.47,1220090,4400967460,South Kingstown ,T1,A,146202810,60370428,41.41,-71.55,39
782,440090513061,Block Group 1,36732423,6119647,41.47,-71.58,798,-71.58,41.48,1220090,4400967460,South Kingstown ,T1,A,146202810,60370428,41.41,-71.55,39
783,440090513062,Block Group 2,9681103,29370,41.44,-71.53,799,-71.54,41.45,1220090,4400967460,South Kingstown ,T1,A,146202810,60370428,41.41,-71.55,39
784,440090513063,Block Group 3,7132468,18027,41.47,-71.53,800,-71.53,41.47,1220090,4400967460,South Kingstown ,T1,A,146202810,60370428,41.41,-71.55,39
785,440090514001,Block Group 1,4840307,40005,41.49,-71.53,801,-71.53,41.49,1220090,4400967460,South Kingstown ,T1,A,146202810,60370428,41.41,-71.55,39
786,440090508011,Block Group 1,950896,0,41.39,-71.83,757,-71.83,41.39,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
787,440090508012,Block Group 2,849024,0,41.38,-71.82,758,-71.82,41.38,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
788,440090508013,Block Group 3,442969,0,41.37,-71.83,759,-71.83,41.37,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
789,440090508014,Block Group 4,599568,22907,41.38,-71.83,760,-71.83,41.38,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
790,440090508015,Block Group 5,774757,31736,41.39,-71.83,761,-71.83,41.39,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
791,440090508021,Block Group 1,1177671,45421,41.37,-71.83,762,-71.83,41.37,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
792,440090508022,Block Group 2,3904986,539876,41.35,-71.82,763,-71.82,41.35,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
793,440090509011,Block Group 1,6618568,178045,41.41,-71.82,764,-71.82,41.41,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
794,440090509012,Block Group 2,11997069,858131,41.36,-71.79,765,-71.79,41.37,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
795,440090509013,Block Group 3,5488098,26085,41.39,-71.8,766,-71.8,41.39,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
796,440090509021,Block Group 1,5921157,47399,41.39,-71.76,767,-71.76,41.39,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
797,440090509022,Block Group 2,15421736,137733,41.37,-71.76,768,-71.75,41.37,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
798,440090509023,Block Group 3,4812668,28622,41.35,-71.79,769,-71.79,41.35,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
799,440090509024,Block Group 4,3393128,37421,41.33,-71.81,770,-71.81,41.34,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
800,440090510001,Block Group 1,4900657,6319537,41.32,-71.85,771,-71.86,41.32,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
801,440090510002,Block Group 2,4694267,1550653,41.34,-71.75,772,-71.75,41.34,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
802,440090510003,Block Group 3,615337,93105,41.32,-71.82,773,-71.82,41.32,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
803,440090510004,Block Group 4,2495960,1790560,41.33,-71.8,774,-71.79,41.33,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
804,440090510005,Block Group 5,1383423,843360,41.34,-71.78,775,-71.78,41.34,1220091,4400977000,Westerly ,T1,A,76441939,116694777,41.33,-71.78,40
805,440050404001,Block Group 1,12639272,3034155,41.5,-71.26,181,-71.25,41.51, , ,Middletown , , ,0,0, , ,0
806,440050404003,Block Group 3,2567251,380325,41.49,-71.28,183,-71.28,41.49, , ,Middletown , , ,0,0, , ,0
807,440050407002,Block Group 2,776926,666906,41.5,-71.29,192,-71.3,41.49, , ,Newport, , ,0,0, , ,0
808,440050408003,Block Group 3,545299,267489,41.48,-71.3,196,-71.3,41.48, , ,Newport, , ,0,0, , ,0
809,440050409001,Block Group 1,900849,822917,41.47,-71.31,197,-71.3,41.46, , ,Newport, , ,0,0, , ,0
810,440050409002,Block Group 2,8422747,4836716,41.46,-71.34,198,-71.34,41.46, , ,Newport, , ,0,0, , ,0
811,440050409004,Block Group 4,364626,57184,41.47,-71.3,200,-71.3,41.47, , ,Newport, , ,0,0, , ,0
812,440050412001,Block Group 1,1424720,2286560,41.51,-71.33,206,-71.33,41.51, , ,Newport, , ,0,0, , ,0
813,440059900000,Block Group 0,0,465286261,41.31,-71.51,222,-71.3,41.41, , ,, , ,0,0, , ,0
814,440099901000,Block Group 0,0,268719968,41.34,-71.66,814,-71.65,41.34, , ,, , ,0,0, , ,0
