placekey,parent_placekey,location_name,top_category,latitude,longitude,street_address,city,region,postal_code,poi_cbg,total_visitors,rank
227-222@62k-jgd-zcq,,Atlantic Family Eye Care,Health and Personal Care Stores,41.744876,-71.406982,1153 Warwick Ave,Warwick,RI,02888,440030212003,175,5
zzz-222@62k-jgf-g6k,,Narragansett Parkway,Public Parks and Beaches,41.748527,-71.385431,Narragansett Parkway,Warwick,RI,02888,440030213001,104,1
zzz-222@62k-jfm-h3q,,Passeonkquis Cove Fishing Access,Public Parks and Beaches,41.748339,-71.383352,Passeonkquis Cove Fishing Access,Warwick,RI,02888,440030213001,55,2
222-222@62k-jgf-f9f,,Envoy Inc,Religious Organizations,41.747802,-71.392273,866 Narragansett Pkwy,Warwick,RI,02888,440030213001,32,3
zzy-222@62k-jfm-pjv,,Gaspee Point,Other Amusement and Recreation Industries,41.74265,-71.379658,Lane 7,Warwick,RI,02888,440030213001,32,4
zzw-222@62k-jgf-dy9,,James Arnold Lot,Death Care Services,41.746903,-71.394064,Columbia Avenue,Warwick,RI,02888,440030213001,24,5
222-223@62k-hzg-j5f,,Walgreens,Health and Personal Care Stores,41.733909,-71.406304,1560 Warwick Ave,Warwick,RI,02889,440030213002,1103,1
223-222@62k-hzg-gp9,,Bank of America,Depository Credit Intermediation,41.734037,-71.404766,50 W Shore Rd,Warwick,RI,02889,440030213002,254,2
222-222@62k-hzc-yqf,,Congregation Or Chadash,Religious Organizations,41.740213,-71.387705,510 Algonquin Dr,Warwick,RI,02888,440030213002,90,3
229-222@62k-hzc-4jv,,Turilli Nicholas J Phys,Offices of Physicians,41.729082,-71.392092,444 W Shore Rd,Warwick,RI,02889,440030213002,61,4
225-222@62k-hzc-xt9,,Sandi's Doghouse,Other Personal Services,41.742173,-71.384486,175 Aspinet Dr,Warwick,RI,02888,440030213002,46,5
222-222@62k-jgd-k2k,,Asbury United Methodist Church,Religious Organizations,41.748722,-71.393567,143 Ann Mary Brown Dr,Warwick,RI,02888,440030213003,502,1
22c-222@62k-jgf-3yv,,Cut Price Pools,"Sporting Goods, Hobby, and Musical Instrument Stores",41.747025,-71.404828,1070 Warwick Ave,Warwick,RI,02888,440030213003,225,2
zzy-223@62k-jgf-dy9,,Captain Joseph Arnold Lot Cemetery,Death Care Services,41.747203,-71.39487,Narragansett Parkway And Spring Green Street,Warwick,RI,02888,440030213003,114,3
229-222@62k-jgf-3yv,,East Side Clinical Laboratory,Medical and Diagnostic Laboratories,41.747445,-71.404755,1050 Warwick Ave,Warwick,RI,02888,440030213003,58,4
229-222@62k-jgf-3qz,,Valvoline,Automotive Repair and Maintenance,41.745381,-71.406093,1130 Warwick Ave,Warwick,RI,02888,440030213003,48,5
zzw-224@62k-jgd-zvf,,Dan's Music Center,"Sporting Goods, Hobby, and Musical Instrument Stores",41.741999,-71.406768,961 Namquid Dr,Warwick,RI,02888,440030213004,824,1
223-222@62k-jgd-z4v,,Planet Fitness,Other Amusement and Recreation Industries,41.742909,-71.407069,1222 Warwick Ave,Warwick,RI,02888,440030213004,468,2
zzw-223@62k-jgf-26k,,Game On,"Sporting Goods, Hobby, and Musical Instrument Stores",41.741929,-71.405827,943 Namquid Dr,Warwick,RI,02888,440030213004,254,3
zzw-222@62k-jgd-zvf,,Advance Auto Parts,"Automotive Parts, Accessories, and Tire Stores",41.741246,-71.406769,1280 Warwick Ave,Warwick,RI,02888,440030213004,160,4
22b-222@62k-hzg-kvf,,Lifespan Laboratories,Medical and Diagnostic Laboratories,41.736887,-71.407769,1444 Warwick Ave,Warwick,RI,02888,440030213004,143,5
226-222@62k-hz4-rp9,,Picasso's Pizza & Pub,Restaurants and Other Eating Places,41.71339,-71.3995,2323 Warwick Ave,Warwick,RI,02889,440030214011,917,1
zzw-223@62k-hz4-wff,,Dockside Seafood Marketplace,Specialty Food Stores,41.715238,-71.399922,2275 Warwick Ave,Warwick,RI,02889,440030214011,431,2
22c-222@62k-hz5-vs5,,Larry's Liquors,"Beer, Wine, and Liquor Stores",41.719237,-71.403226,2103 Warwick Ave,Warwick,RI,02889,440030214011,391,3
zzw-222@62k-hz4-wff,,Tommy's Clam Shack,Restaurants and Other Eating Places,41.715731,-71.400262,2275 Warwick Ave,Warwick,RI,02889,440030214011,236,4
zzz-222@62k-hz4-swk,,Sandy Beach,Public Parks and Beaches,41.711566,-71.402025,Sandy Beach,Warwick,RI,02889,440030214011,222,5
22d-222@62k-hz5-zxq,,Giant Stride Dive Shop,"Sporting Goods, Hobby, and Musical Instrument Stores",41.723561,-71.40496,1935 Warwick Ave,Warwick,RI,02889,440030214012,279,1
22m-223@62k-hz5-zmk,,A&D Green Energy,Gasoline Stations,41.723043,-71.404657,1959 Warwick Ave,Warwick,RI,02889,440030214012,278,2
222-222@62k-hzg-pqf,,St Timothy's Church,Religious Organizations,41.72838,-71.406954,1799 Warwick Ave,Warwick,RI,02889,440030214012,118,3
228-222@62k-hz5-zfz,,Toll Gate Florist,Florists,41.722487,-71.404644,1979 Warwick Ave,Warwick,RI,02889,440030214012,118,4
225-222@62k-hzg-qj9,,Pilgrim Lutheran Church,Religious Organizations,41.726627,-71.405963,1817 Warwick Ave,Warwick,RI,02889,440030214012,61,5
224-222@62k-hzg-hyv,,Speedway,Gasoline Stations,41.733631,-71.409008,61 Airport Rd,Warwick,RI,02889,440030214013,1958,1
223-222@62k-hzg-ht9,,Dave's Marketplace,Grocery Stores,41.733061,-71.407904,18 Airport Rd,Warwick,RI,02889,440030214013,1365,2
223-222@62k-hzg-j5f,,D'Angelo Sandwich Shops,Restaurants and Other Eating Places,41.733746,-71.407494,1565 Warwick Ave,Warwick,RI,02889,440030214013,563,3
zzw-222@62k-hzg-j35,,Subway,Restaurants and Other Eating Places,41.732846,-71.408965,44 Airport Rd,Warwick,RI,02889,440030214013,525,4
zzw-222@62k-hzg-hyv,,Shane Awards,Other Miscellaneous Store Retailers,41.733533,-71.410255,85 Airport Rd,Warwick,RI,02889,440030214013,413,5
22c-222@62k-hzg-j7q,,Dunkin',Restaurants and Other Eating Places,41.733199,-71.406234,1582 Warwick Ave,Warwick,RI,02889,440030214021,691,1
229-222@62k-hzg-n89,,Honey Dew Donuts,Bakeries and Tortilla Manufacturing,41.728229,-71.405623,1766 Warwick Ave,Warwick,RI,02889,440030214021,323,2
228-223@62k-hzg-j7q,,Metro by T Mobile Authorized Dealer,Electronics and Appliance Stores,41.733144,-71.40631,1584 Warwick Ave,Warwick,RI,02889,440030214021,296,3
22q-222@62k-hz5-zfz,,Jade Dragon Restaurant,Restaurants and Other Eating Places,41.722729,-71.403942,1982 Warwick Ave,Warwick,RI,02889,440030214021,225,4
22g-222@62k-hzg-qfz,,Fitness Adventure,Other Amusement and Recreation Industries,41.724786,-71.40463,1900 Warwick Ave # 1902,Warwick,RI,02889,440030214021,183,5
zzw-223@62k-hzc-ct9,,The Tackle Box,"Sporting Goods, Hobby, and Musical Instrument Stores",41.728357,-71.392442,443 W Shore Rd,Warwick,RI,02889,440030214022,299,1
223-222@62k-hzc-ct9,,Mollycoddles Pet Grooming,Other Miscellaneous Store Retailers,41.728775,-71.392799,425 W Shore Rd,Warwick,RI,02889,440030214022,107,2
zzw-225@62k-hzc-ct9,,Kids Korner,Clothing Stores,41.72871,-71.392619,437 W Shore Rd,Warwick,RI,02889,440030214022,13,3
zzw-222@62k-hzc-2p9,,Alcon Auto Body,Automotive Repair and Maintenance,41.725847,-71.386474,635 W Shore Rd,Warwick,RI,02889,440030214022,9,4
zzw-222@62k-hzc-ct9,,Alice's Restaurant,Restaurants and Other Eating Places,41.728183,-71.392145,449 W Shore Rd,Warwick,RI,02889,440030214022,,5
225-222@62k-hz5-vpv,,Dels Lemonade of Warwick,Grocery Stores,41.720662,-71.403404,2050 Warwick Ave,Warwick,RI,02889,440030214023,226,1
22j-222@62k-hzb-x3q,,Shoreline Pizza,Restaurants and Other Eating Places,41.724066,-71.382948,745 W Shore Rd,Warwick,RI,02889,440030214023,122,2
zzz-222@62k-hz5-ygk,,Porter Field,Other Amusement and Recreation Industries,41.723378,-71.397996,Porter Field,Warwick,RI,02889,440030214023,118,3
225-222@62k-hz5-vs5,,Navigant Credit Union,Depository Credit Intermediation,41.719342,-71.402275,2100 Warwick Ave,Warwick,RI,02889,440030214023,77,4
222-222@62k-hz5-zj9,,First Wok,Restaurants and Other Eating Places,41.721327,-71.403619,2028 Warwick Ave,Warwick,RI,02889,440030214023,65,5
22k-222@62k-hzb-wx5,,The Crabby Lion,Furniture Stores,41.723286,-71.381131,800 W Shore Rd,Warwick,RI,02889,440030215011,186,1
224-222@62k-hzc-2p9,,Timmy's Restaurant,Restaurants and Other Eating Places,41.72611,-71.385726,644 W Shore Rd,Warwick,RI,02889,440030215011,170,2
22n-222@62k-hzb-x3q,,TigerEye Gift Shop,"Office Supplies, Stationery, and Gift Stores",41.723888,-71.382092,768 W Shore Rd,Warwick,RI,02889,440030215011,142,3
225-223@62k-hzc-2hq,,West Shore Service,Gasoline Stations,41.725339,-71.384249,688 W Shore Rd,Warwick,RI,02889,440030215011,105,4
228-222@62k-hzb-sdv,,Demos Auto Sales,Automobile Dealers,41.726556,-71.386446,616 W Shore Rd,Warwick,RI,02889,440030215011,97,5
zzz-222@62k-hzd-pd9,,Clegg Field,Other Amusement and Recreation Industries,41.717926,-71.379389,Clegg Field,Warwick,RI,02889,440030215012,185,1
22b-222@62k-hzb-xnq,,Ollie's Pub,Drinking Places (Alcoholic Beverages),41.720209,-71.378097,941 W Shore Rd,Warwick,RI,02889,440030215012,116,2
22g-222@62k-hzc-249,,Louie's Barber Salon,Personal Care Services,41.722247,-71.379491,856 W Shore Rd,Warwick,RI,02889,440030215012,105,3
22d-222@62k-hzf-d35,,Davies Service Center,Gasoline Stations,41.718817,-71.37643,1008 W Shore Rd,Warwick,RI,02889,440030215012,103,4
226-222@62k-hzd-q2k,,Sunrise Cafe,Restaurants and Other Eating Places,41.715143,-71.376706,1155 W Shore Rd,Warwick,RI,02889,440030215012,83,5
zzy-222@62k-hzd-kpv,,Old Baptist Church Burial Ground,Death Care Services,41.713429,-71.380222,Church Avenue And West Shore Road,Warwick,RI,02889,440030215013,29,1
zzz-222@62k-hzd-ygk,,Conimicut Point Park,Public Parks and Beaches,41.716643,-71.35903,Conimicut Point Park,Warwick,RI,02889,440030215014,845,1
22c-222@62k-hzd-kzz,,Gulf Oil,Gasoline Stations,41.714094,-71.377803,1196 W Shore Rd,Warwick,RI,02889,440030215014,254,2
zzw-223@62k-hzd-kzz,,Brady's Liquor,"Beer, Wine, and Liquor Stores",41.713765,-71.378397,1230 W Shore Rd,Warwick,RI,02889,440030215014,179,3
zzw-222@62k-hzf-cbk,,Delta Dental of California,Offices of Dentists,41.717705,-71.371456,82 Vohlander St,Warwick,RI,02889,440030215014,37,4
zzz-222@62k-hzd-bx5,,Spot Park,Public Parks and Beaches,41.713526,-71.365525,Spot Park,Warwick,RI,02889,440030215014,30,5
22b-222@62k-hzd-wff,,Jennifer Dupre Artistry,Personal Care Services,41.706972,-71.371891,314 Tidewater Dr,Warwick,RI,02889,440030215021,225,1
zzw-222@62k-hzd-fcq,,Longmeadow Beach,Public Parks and Beaches,41.702339,-71.364018,Longmeadow Bayside Beach,Warwick,RI,02889,440030215021,88,2
zzw-222@62k-hzd-dsq,,Longmeadow Fishing Area,Public Parks and Beaches,41.704181,-71.365322,Longmeadow Bayside Beach,Warwick,RI,02889,440030215021,44,3
zzw-222@62k-hzd-f75,,Alliance Of Divine Love Inc,Religious Organizations,41.702251,-71.366978,62 Arlington Ave,Warwick,RI,02889,440030215021,20,4
zzz-222@62k-py9-fj9,,Rocky Point,Public Parks and Beaches,41.690448,-71.36413,Rocky Point,Warwick,RI,02889,440030215022,1317,1
zzz-222@62k-py9-5fz,,Palmer Avenue Field,Other Amusement and Recreation Industries,41.696332,-71.371271,Palmer Avenue Field,Warwick,RI,02889,440030215022,146,2
222-222@62k-hz7-9j9,,Bottom Line Bar & Grill,Restaurants and Other Eating Places,41.690963,-71.371759,415 Palmer Ave,Warwick,RI,02889,440030215022,91,3
222-222@62k-hz7-7t9,,Warwick Neck School,Elementary and Secondary Schools,41.689981,-71.377005,150 Lennox Ave,Warwick,RI,02889,440030215022,45,4
zzy-222@62k-hz6-zxq,,Rocky Point,Public Parks and Beaches,41.695329,-71.372003,Palmer Ave,Warwick,RI,02889,440030215022,16,5
zzz-222@62k-hzd-s5z,,Draper Ave Playground,Other Amusement and Recreation Industries,41.707556,-71.37682,Draper Ave Playground,Warwick,RI,02889,440030215023,227,1
222-222@62k-hzd-s89,,Gorton Junior High School,Elementary and Secondary Schools,41.706076,-71.376467,69 Draper Ave,Warwick,RI,02889,440030215023,99,2
223-222@62k-hzd-v75,,Child Inc Draper Avenue,Child Day Care Services,41.703206,-71.378727,160 Draper Ave,Warwick,RI,02889,440030215023,69,3
223-222@62k-hz7-fxq,,Narragansett Bay Baptist Church,Religious Organizations,41.703581,-71.383993,1642 W Shore Rd,Warwick,RI,02889,440030215023,47,4
zzw-222@62k-hz7-fxq,,Surgeon John Greene Lot Cemetery,Death Care Services,41.703567,-71.384034,Armstrong Avenue And West Shore Road,Warwick,RI,02889,440030215023,47,5
22b-223@62k-hz7-cnq,,Sunoco,Gasoline Stations,41.702029,-71.385789,1710 W Shore Rd,Warwick,RI,02889,440030215024,664,1
224-222@62k-hz7-33q,,Room To Groom A,Other Miscellaneous Store Retailers,41.695198,-71.378792,334 Warwick Neck Ave,Warwick,RI,02889,440030215024,253,2
222-222@62k-hz7-gp9,,Cornerstone Adult Services,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,41.700199,-71.38204,140 Warwick Neck Ave,Warwick,RI,02889,440030215024,128,3
223-222@62k-hz7-cnq,,Filippou s Twisted Pizzeria,Restaurants and Other Eating Places,41.702529,-71.38521,1690 W Shore Rd,Warwick,RI,02889,440030215024,114,4
228-222@62k-hz7-575,,Ahead of the Pack,Other Miscellaneous Store Retailers,41.700946,-71.376148,340 Samuel Gorton Ave,Warwick,RI,02889,440030215024,96,5
222-222@62k-hz6-k75,,Harbor Lights Golf & Country Club,Other Amusement and Recreation Industries,41.686824,-71.384511,150 Gray St,Warwick,RI,02889,440030216001,847,1
zzw-222@62k-hz6-gzf,222-222@62k-hz6-k75,Harbor Lights,Other Amusement and Recreation Industries,41.686276,-71.38676,150 Gray St,Warwick,RI,02889,440030216001,603,2
225-222@62k-hz6-9cq,,Winstead's Marina LLC,Other Amusement and Recreation Industries,41.692086,-71.388948,472 Tiffany Ave,Warwick,RI,02889,440030216001,79,3
zzw-222@62k-hz6-cqz,,Massart Photography,"Other Professional, Scientific, and Technical Services",41.694,-71.381149,33 Grand Ave,Warwick,RI,02889,440030216001,51,4
zzw-222@62k-hz7-835,,Rocky Point Farm,Building Material and Supplies Dealers,41.688477,-71.376566,130 Rocky Point Ave,Warwick,RI,02889,440030216001,44,5
zzw-222@62k-hzs-4d9,,Warwick Country Club,Other Amusement and Recreation Industries,41.673867,-71.384101,394 Narragansett Bay Ave Ste 1,Warwick,RI,02889,440030216002,461,1
222-222@62k-hzs-tgk,,Aldrich Mansion Olp Center,Clothing Stores,41.681477,-71.376685,836 Warwick Neck Ave,Warwick,RI,02889,440030216002,86,2
zzy-222@62k-hzs-87q,,Warwick Neck Lighthouse,Public Parks and Beaches,41.667283,-71.378245,Warwick Neck Ave,Warwick,RI,02889,440030216002,22,3
zzz-222@62k-hzr-qvf,,Rocky Point Beach,Public Parks and Beaches,41.67231,-71.373437,Rocky Point Beach,Warwick,RI,02889,440030216002,22,4
222-223@62k-hz4-zs5,,7-Eleven,Grocery Stores,41.700503,-71.398409,2074 W Shore Rd,Warwick,RI,02889,440030217001,627,1
222-222@62k-hz6-qs5,,County Cork Irish Pub,Drinking Places (Alcoholic Beverages),41.694833,-71.391067,50 Waterfront Dr,Warwick,RI,02889,440030217001,242,2
zzw-222@62k-hz6-ndv,,Greenwich Bay Marina A Safe Harbor Marina,Other Amusement and Recreation Industries,41.693837,-71.391535,252 2nd Point Rd,Warwick,RI,02889,440030217001,178,3
zzz-222@62k-hz6-rc5,,Champlin Field,Other Amusement and Recreation Industries,41.698852,-71.39795,Champlin Field,Warwick,RI,02889,440030217001,177,4
22b-222@62k-hz6-pd9,,Baxter's Auto Repair,Automotive Repair and Maintenance,41.692716,-71.397986,598 Oakland Beach Ave,Warwick,RI,02889,440030217001,108,5
zzz-222@62k-hz6-vmk,,Mission Field,Other Amusement and Recreation Industries,41.685251,-71.396043,Mission Field,Warwick,RI,02889,440030217002,2229,1
222-222@62k-hz6-vvf,,Top of the Bay,Restaurants and Other Eating Places,41.684596,-71.397575,898 Oakland Beach Ave,Warwick,RI,02889,440030217002,1762,2
222-222@62k-hzw-vpv,,Iggy's Doughboys & Chowder House,Restaurants and Other Eating Places,41.684514,-71.398053,889 Oakland Beach Ave,Warwick,RI,02889,440030217002,1367,3
223-224@62k-hzw-vpv,,Iggy's Creamery,Restaurants and Other Eating Places,41.684755,-71.398238,885 Oakland Beach Ave,Warwick,RI,02889,440030217002,1130,4
223-223@62k-hzw-vpv,,Iggy's Boardwalk,Restaurants and Other Eating Places,41.684789,-71.398256,885 Oakland Beach Ave,Warwick,RI,02889,440030217002,569,5
228-222@62k-hz5-bkz,,Islander Restaurant,Restaurants and Other Eating Places,41.702563,-71.406715,2318 W Shore Rd,Warwick,RI,02889,440030217004,491,1
226-222@62k-hz5-bkz,,Peter's Coney Island System,Restaurants and Other Eating Places,41.702375,-71.405956,2298 W Shore Rd,Warwick,RI,02889,440030217004,184,2
225-222@62k-hz5-bkz,,Hannahs Hot Dogs,Restaurants and Other Eating Places,41.702383,-71.405957,2291 W Shore Rd,Warwick,RI,02889,440030217004,121,3
zzw-222@62k-hz6-rhq,,Oakland Beach School,Elementary and Secondary Schools,41.69888,-71.399578,383 Oakland Beach Ave,Warwick,RI,02889,440030217004,102,4
zzw-222@62k-hz4-zmk,,West Shore Collision,Automotive Repair and Maintenance,41.700832,-71.400583,2134 W Shore Rd,Warwick,RI,02889,440030217004,58,5
zzw-222@62k-hz5-d7q,,Speedway,Gasoline Stations,41.703428,-71.409652,2400 W Shore Rd,Warwick,RI,02889,440030217005,644,1
225-223@62k-hzb-fvf,,Ace Hardware,Building Material and Supplies Dealers,41.704353,-71.413897,2524 W Shore Rd,Warwick,RI,02889,440030217005,496,2
229-222@62k-hz5-brk,,Haxton's Liquors,"Beer, Wine, and Liquor Stores",41.702645,-71.407495,2334 W Shore Rd,Warwick,RI,02889,440030217005,422,3
229-222@62k-hz5-ct9,,Oakland Beach Carousel Foundation,Other Amusement and Recreation Industries,41.703666,-71.411364,2438 W Shore Rd,Warwick,RI,02889,440030217005,395,4
222-222@62k-hz5-cyv,,Han Palace,Restaurants and Other Eating Places,41.704025,-71.412286,2470 W Shore Rd,Warwick,RI,02889,440030217005,358,5
226-222@62k-hz4-rkz,,Meadowbrook Plaza,Shopping Center,41.711731,-71.398043,2470 Warwick Ave,Warwick,RI,02889,440030218001,3776,1
zzw-222@62k-hz4-rtv,226-222@62k-hz4-rkz,Stop & Shop Pharmacy,Grocery Stores,41.709889,-71.397234,2470 Warwick Ave,Warwick,RI,02889,440030218001,2009,2
zzw-222@62k-hz4-rhq,226-222@62k-hz4-rkz,McDonald's,Restaurants and Other Eating Places,41.712457,-71.398433,2390 Warwick Ave,Warwick,RI,02889,440030218001,1493,3
228-222@62k-hz4-rkz,226-222@62k-hz4-rkz,CVS,Health and Personal Care Stores,41.712041,-71.398204,2400 Warwick Ave,Warwick,RI,02889,440030218001,1152,4
225-222@62k-hz4-rkz,226-222@62k-hz4-rkz,Haxton's West Bay Wine & Spirits,"Beer, Wine, and Liquor Stores",41.71159,-71.39774,2430 Warwick Ave,Warwick,RI,02889,440030218001,966,5
222-223@62k-hz5-28v,,Bishop Hendricken High School,Elementary and Secondary Schools,41.705736,-71.396558,2615 Warwick Ave,Warwick,RI,02889,440030218002,1325,1
zzw-224@62k-hz4-rzf,,Crossroads Plaza,Shopping Center,41.709897,-71.399071,2485 Warwick Ave,Warwick,RI,02889,440030218002,1166,2
222-222@62k-hz8-pn5,,Burger King,Restaurants and Other Eating Places,41.705862,-71.416423,2615 W Shore Rd,Warwick,RI,02889,440030218002,1028,3
zzw-225@62k-hz4-rzf,zzw-224@62k-hz4-rzf,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",41.709855,-71.399154,2485 Warwick Ave,Warwick,RI,02889,440030218002,710,4
225-223@62k-hz4-r6k,,Walgreens,Health and Personal Care Stores,41.711625,-71.399243,2399 Warwick Ave,Warwick,RI,02889,440030218002,664,5
22f-222@62k-j28-9zz,,Cap City Of Rhode Island,"Sporting Goods, Hobby, and Musical Instrument Stores",41.719184,-71.442836,2304 Post Rd,Warwick,RI,02886,440030219011,1001,1
224-222@62k-hz8-8n5,,Daves Bar and Grille,Restaurants and Other Eating Places,41.718616,-71.443873,2339 Post Rd,Warwick,RI,02886,440030219011,412,2
225-222@62k-j28-ch5,,Tavern 12,Restaurants and Other Eating Places,41.719629,-71.443254,2299 Post Rd,Warwick,RI,02886,440030219011,384,3
223-222@62k-hz8-5vf,,New England Institute Of Technology,"Colleges, Universities, and Professional Schools",41.715382,-71.444479,1 New England Tech Blvd,Warwick,RI,02818,440030219011,228,4
222-222@62k-j22-z9f,,The Dancing Feeling,Other Amusement and Recreation Industries,41.716969,-71.445518,2429 Post Rd,Warwick,RI,02886,440030219011,168,5
225-222@62k-j23-5vf,,Pet Taxi,Other Personal Services,41.710976,-71.446003,666 Main Ave,Warwick,RI,02886,440030219012,144,1
228-222@62k-hxp-3h5,,Parityware,Electronics and Appliance Stores,41.699733,-71.448975,3557 W Shore Rd,Warwick,RI,02886,440030219012,33,2
zzy-222@62k-j23-6c5,,Prophet Babcock Holden Lot Cemetery,Death Care Services,41.708023,-71.446711,George Arden Avenue And Delaine Street,Warwick,RI,02886,440030219012,28,3
zzy-224@62k-j23-35z,,Gorton Pond,RV (Recreational Vehicle) Parks and Recreational Camps,41.70993,-71.447812,Post Rd,Warwick,RI,02886,440030219012,25,4
zzy-223@62k-j23-35z,,Thomas Taylor Lot,Death Care Services,41.709958,-71.44781,Post Road,Warwick,RI,02886,440030219012,,5
228-222@62k-hxp-6rk,,Dominguez Glenn L Dent,Offices of Dentists,41.700391,-71.444074,3411 W Shore Rd,Warwick,RI,02886,440030219013,222,1
zzz-222@62k-hz8-fmk,,Winslow Softball Field,Other Amusement and Recreation Industries,41.708315,-71.44234,Winslow Softball Field,Warwick,RI,02886,440030219013,102,2
224-222@62k-hxp-5j9,,Baxter's Crown Liquor of Warwick,"Beer, Wine, and Liquor Stores",41.699254,-71.44875,3524 W Shore Rd Apt 702,Warwick,RI,02886,440030219013,81,3
223-222@62k-hz7-zfz,,Papa's Ice Cream,Restaurants and Other Eating Places,41.702587,-71.43007,2987 W Shore Rd,Warwick,RI,02886,440030219014,639,1
222-224@62k-hz7-zfz,,Mike & Gel's Pizza,Restaurants and Other Eating Places,41.702572,-71.430343,3003 W Shore Rd,Warwick,RI,02886,440030219014,308,2
222-223@62k-hz7-zfz,,Gel's Kitchen 2,Restaurants and Other Eating Places,41.702548,-71.430346,3003 W Shore Rd,Warwick,RI,02886,440030219014,234,3
227-222@62k-hz7-yd9,,Nature's Lather,Health and Personal Care Stores,41.702279,-71.432256,3055 W Shore Rd,Warwick,RI,02886,440030219014,83,4
zzw-222@62k-hz7-x3q,,Friendship Baptist Church,Religious Organizations,41.703089,-71.428266,2945 W Shore Rd,Warwick,RI,02886,440030219014,83,5
zzz-222@62k-hz8-s5z,,Sandy Lane,Public Parks and Beaches,41.709766,-71.414819,Sandy Lane,Warwick,RI,02889,440030219021,1253,1
zzw-222@62k-hz8-pvz,zzz-222@62k-hz8-s5z,Thayer Warburton Arenas,Other Amusement and Recreation Industries,41.707155,-71.415605,975 Sandy Ln,Warwick,RI,02889,440030219021,744,2
229-222@62k-hz8-pjv,,Sandy Lane Gas and Smoke Shop,Gasoline Stations,41.706486,-71.416948,1015 Sandy Ln,Warwick,RI,02889,440030219021,430,3
226-223@62k-hz8-pvz,,Sunshine Express,Restaurants and Other Eating Places,41.706708,-71.416194,997 Sandy Ln,Warwick,RI,02889,440030219021,254,4
zzw-225@62k-hz8-pvz,,Warwick Dance & Gymnastics Academy,Other Amusement and Recreation Industries,41.706987,-71.416472,18 Whitford St,Warwick,RI,02889,440030219021,127,5
223-223@62k-hzb-hbk,,Dunkin',Restaurants and Other Eating Places,41.705103,-71.419434,2677 W Shore Rd,Warwick,RI,02889,440030219022,835,1
zzy-222@62k-hzb-hbk,,D & L Shooting Supplies,Other Amusement and Recreation Industries,41.704996,-71.418936,2663 W Shore Rd,Warwick,RI,02889,440030219022,471,2
223-222@62k-hzb-hbk,,R and D Donuts,Restaurants and Other Eating Places,41.705082,-71.419394,2677 W Shore Rd,Warwick,RI,02889,440030219022,265,3
222-222@62k-hz8-psq,,Whalen Cafe,Drinking Places (Alcoholic Beverages),41.705647,-71.418369,2647 W Shore Rd,Warwick,RI,02889,440030219022,192,4
zzw-222@62k-hz8-rc5,,Lippitt School,Elementary and Secondary Schools,41.707481,-71.422271,30 Almy St,Warwick,RI,02886,440030219022,112,5
22c-222@62k-hz7-st9,,St Rose Of Lima School,Elementary and Secondary Schools,41.707736,-71.431791,200 Brentwood Ave,Warwick,RI,02886,440030219023,117,1
zzw-222@62k-hz8-3dv,,Saint Rose of Lima Church,Religious Organizations,41.707666,-71.430952,171 Inman Ave,Warwick,RI,02886,440030219023,39,2
zzw-222@62k-hz7-xh5,,Courted,Clothing Stores,41.70548,-71.428604,123 Main Ave,Warwick,RI,02886,440030219023,33,3
zzy-222@62k-hz7-rkz,,Thomas C Mattson Lot,Death Care Services,41.709016,-71.429581,Inman Avenue,Warwick,RI,02886,440030219023,26,4
zzw-222@62k-hzb-75z,,City Park,Public Parks and Beaches,41.690973,-71.410228,City Park,Warwick,RI,02886,440030219031,1833,1
229-222@62k-hzb-fzz,,Taco Bell,Restaurants and Other Eating Places,41.704914,-71.415992,2574 W Shore Rd,Warwick,RI,02889,440030219031,1310,2
zzw-222@62k-hzb-fpv,,Dave's Marketplace,Grocery Stores,41.703824,-71.416107,2574 W Shore Rd,Warwick,RI,02889,440030219031,1217,3
224-222@62k-hzb-h5z,,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",41.70455,-71.418764,2680 W Shore Rd,Warwick,RI,02889,440030219031,446,4
zzw-223@62k-hz9-7yv,zzw-222@62k-hzb-75z,Andrews Cemetery,Death Care Services,41.693366,-71.413279,Richardson Road,Warwick,RI,02816,440030219031,304,5
zzw-222@62k-hz9-t9z,,Buttonwoods Beach,Public Parks and Beaches,41.685005,-71.420276,Buttonwoods Beach,Warwick,RI,02886,440030219032,45,1
zzy-222@62k-hz7-yy9,,Buttonwoods Plaza,Shopping Center,41.70131,-71.430741,197 211 Buttonswoods Avenue,Warwick,RI,02886,440030219033,880,1
zzw-223@62k-hz7-z4v,zzy-222@62k-hz7-yy9,Work Out World,Other Amusement and Recreation Industries,41.701784,-71.431587,3030 W Shore Rd,Warwick,RI,02886,440030219033,643,2
zzw-222@62k-hxp-6x5,,Exxon Mobil,Gasoline Stations,41.700312,-71.441574,3344 W Shore Rd,Warwick,RI,02886,440030219033,594,3
222-222@62k-hz7-yy9,,CVS,Health and Personal Care Stores,41.70139,-71.429728,198 Buttonwoods Ave,Warwick,RI,02886,440030219033,327,4
zzw-222@62k-hz7-z4v,zzy-222@62k-hz7-yy9,Ocean State Job Lot,"General Merchandise Stores, including Warehouse Clubs and Supercenters",41.701542,-71.431528,3030 W Shore Rd Ste 2,Warwick,RI,02886,440030219033,314,5
